label,text,cid
Comparison - Reason for Danger,why is covid so fearful,7
Comparison - Reason for Danger,what makes covid particularly dangerous,7
Comparison - Reason for Danger,how is covid dangerous,7
Comparison - Reason for Danger,what makes covid more dangerous than sars,7
Comparison - Difference from Flu,why covid is different than the flu,3
Comparison - Difference from Flu,why covid is not the flu,3
Comparison - Difference from Flu,what is the difference between seasonal flu and covid,3
Comparison - Difference from Flu,why is covid nothing like the flu,3
Comparison - Difference from Flu,how different is the covid from a common flu,3
Comparison - Difference from Flu,how does covid differ from the flu,3
Comparison - Difference from Flu,how can we distinguish between covid and the flu,3
Comparison - Difference from Flu,are there ways to tell if its covid or flu,3
Comparison - Difference from Flu,what are the differences between influenza and covid,3
Economic Effects - Industries,what industries will have a huge boost once covid lockdowns end,13
Economic Effects - Industries,what business has been affected by covid the most,13
Economic Effects - Industries,which large restaurant chains will be driven out of business by covid,13
Economic Effects - Industries,will most airlines go bankrupt after the covid pandemic,13
Economic Effects - Industries,what industries will never be the same because of covid,13
Economic Effects - Industries,which industries are likely to flourish during the covid pandemic,13
Economic Effects - Industries,which businesses took an unexpected hit because of covid,13
Economic Effects - Industries,what are some industries that will be completely changed or destroyed by covid,13
Economic Effects - Industries,which sectors would create jobs following the covid pandemic,13
Societal Response - Distribution of Stimulus Checks,have covid checks gone out yet,125
Societal Response - Distribution of Stimulus Checks,when covid checks from government,125
Societal Response - Distribution of Stimulus Checks,when covid stimulus checks,125
Societal Response - Distribution of Stimulus Checks,have covid checks been mailed,125
Societal Response - Distribution of Stimulus Checks,have covid checks been issued,125
Societal Response - Distribution of Stimulus Checks,have covid checks gone out,125
Societal Response - Distribution of Stimulus Checks,have covid checks been sent,125
Societal Response - Distribution of Stimulus Checks,when covid checks,125
Treatment - Intubation,should covid patients be ventilated,205
Treatment - Intubation,should covid patients be on ventilators,205
Treatment - Intubation,should covid patients be intubated,205
Treatment - Intubation,do covid patients on ventilators recover,205
Treatment - Intubation,what is the survival rate of those infected by covid who are put on a ventilator,205
Treatment - Intubation,can a covid patient be treated without a ventilator,205
Treatment - Intubation,is covid survivable without ventilators,205
Treatment - Intubation,do you need help breathing if you have covid,205
Transmission - Survivability: Seasonality,will covid go away in the summer,190
Transmission - Survivability: Seasonality,will covid come back in the fall,190
Transmission - Survivability: Seasonality,does covid die in sunlight,190
Transmission - Survivability: Seasonality,will covid end in summer,190
Transmission - Survivability: Seasonality,will covid be seasonal,190
Transmission - Survivability: Seasonality,will warm weather stop the outbreak of covid,190
Transmission - Survivability: Seasonality,is covid seasonal,190
Transmission - Survivability: Seasonality,given the evidence so far will covid most likely go away in the summer,190
Testing - Availability,are covid tests available,162
Testing - Availability,how can i get tested for covid,162
Testing - Availability,how are people tested for covid,162
Testing - Availability,are there any tests that i can purchase to test myself at home for covid,162
Testing - Availability,is there a test for covid,162
Testing - Availability,where can i get tested for covid,162
Testing - Availability,are covid tests available,162
Testing - Availability,where to get tested for covid,162
Prevention - Protecting Children,what steps should parents take to protect children,73
Prevention - Protecting Children,what steps should parents take to protect children during a community outbreak,73
Prevention - Protecting Children,how can i protect my child from covid infection,73
Prevention - Protecting Children,how can i protect my child from a covid infection,73
Prevention - Protecting Children,what should i do to stop my kids from getting covid,73
Prevention - Protecting Children,are there any recommended ways to protect children from covid,73
Prevention - Protecting Children,what is the best way to make sure my child wont get infected,73
Prevention - Protecting Children,how should parents keep children safe,73
Transmission - Duration of Contagiousness After Recovery,how long is someone contagious after getting covid,179
Transmission - Duration of Contagiousness After Recovery,can someone who has had covid spread the illness to others,179
Transmission - Duration of Contagiousness After Recovery,how long is someone infectious after recovery from covid symptoms,179
Transmission - Duration of Contagiousness After Recovery,is it possible to spread the covid after recovering from it,179
Transmission - Duration of Contagiousness After Recovery,will i get covid by being near someone who recovered from covid,179
Transmission - Duration of Contagiousness After Recovery,are recovered covid patients still contagious,179
Transmission - Duration of Contagiousness After Recovery,can i be infected by someone who recovered from covid,179
Transmission - Duration of Contagiousness After Recovery,do recovered covid patients infect people,179
Testing - Criteria to be Tested,should i be tested for covid,163
Testing - Criteria to be Tested,when to get tested for covid,163
Testing - Criteria to be Tested,who should get tested for covid,163
Testing - Criteria to be Tested,is it imperative to be tested for covid,163
Testing - Criteria to be Tested,do i need to get tested,163
Testing - Criteria to be Tested,how do i know if i need to be tested,163
Testing - Criteria to be Tested,are there requirements to be tested,163
Testing - Criteria to be Tested,can i test myself for covid just in case,163
